key_id,state_id,id,Geographic Area Name,HouseholdsTotal,HouseholdsMedian income (dollars),HouseholdsMean income (dollars),FamiliesTotal,FamiliesMedian income (dollars),FamiliesMean income (dollars),Married-couple familiesTotal,Married-couple familiesMedian income (dollars),Married-couple familiesMean income (dollars),Nonfamily householdsTotal,Nonfamily householdsMedian income (dollars),Nonfamily householdsMean income (dollars)
410,29,0500000US32003,"Clark County, Nevada",813607,62107,85925,515903,73527,99314,349549,86661,116642,297704,40884,57000
411,29,0500000US32031,"Washoe County, Nevada",191091,71881,97948,119255,86724,116553,89330,99094,132575,71836,45425,62841
412,30,0500000US33005,"Cheshire County, New Hampshire",29698,66088,80523,18026,80149,95497,0,86810,0,11672,42097,52929
413,30,0500000US33009,"Grafton County, New Hampshire",35780,60588,89633,20700,81439,113201,0,89892,0,15080,34820,54157
414,30,0500000US33011,"Hillsborough County, New Hampshire",162588,83626,104958,104650,102960,123985,80188,114406,138353,57938,52179,65180
415,30,0500000US33013,"Merrimack County, New Hampshire",60017,76218,93295,37498,95135,114866,0,104295,0,22519,42520,53948
416,30,0500000US33015,"Rockingham County, New Hampshire",124212,91249,122403,82937,117014,143792,69059,128793,0,41275,51139,70758
417,30,0500000US33017,"Strafford County, New Hampshire",50584,71765,91811,32413,94455,111212,0,104863,0,18171,48355,53435
418,31,0500000US34001,"Atlantic County, New Jersey",101975,63389,93192,66258,75722,107304,46591,95248,128737,35717,40755,63411
419,31,0500000US34003,"Bergen County, New Jersey",343733,108827,147611,242272,131230,170520,192058,148750,190882,101461,61554,88334
420,31,0500000US34005,"Burlington County, New Jersey",170074,88797,114940,117899,106539,134195,89099,123344,0,52175,51821,66468
421,31,0500000US34007,"Camden County, New Jersey",187780,73672,100804,125806,92232,119689,85234,115253,0,61974,40236,58614
422,31,0500000US34009,"Cape May County, New Jersey",40939,69980,98993,26792,90719,119642,0,112086,0,14147,36513,57024
423,31,0500000US34011,"Cumberland County, New Jersey",51360,54587,82821,34309,65022,97381,20019,87058,0,17051,34773,48393
424,31,0500000US34013,"Essex County, New Jersey",295976,64626,106759,192591,81147,129183,123024,114126,166130,103385,39067,58985
425,31,0500000US34015,"Gloucester County, New Jersey",106705,89447,107975,72975,107579,126088,56031,124494,0,33730,46060,62165
426,31,0500000US34017,"Hudson County, New Jersey",266664,78808,110580,160697,84407,120202,108244,108790,147934,105967,63618,90595
427,31,0500000US34019,"Hunterdon County, New Jersey",47901,116155,154256,33424,146511,187026,0,155122,0,14477,55971,76066
428,31,0500000US34021,"Mercer County, New Jersey",130851,79492,115317,86762,107209,144037,62614,126164,0,44089,39162,55722
429,31,0500000US34023,"Middlesex County, New Jersey",285906,93418,117164,209808,115220,135199,161780,129024,151365,76098,49841,62504
430,31,0500000US34025,"Monmouth County, New Jersey",240377,102870,143028,161545,129380,172562,130321,141825,0,78832,53369,79527
431,31,0500000US34027,"Morris County, New Jersey",184885,116283,154989,129707,146040,185032,106508,163490,0,55178,66248,80944
432,31,0500000US34029,"Ocean County, New Jersey",226725,76093,97772,147283,95783,115335,118640,103621,0,79442,43648,61412
433,31,0500000US34031,"Passaic County, New Jersey",168059,77040,99414,120593,87135,109712,79661,108172,131363,47466,46763,65479
434,31,0500000US34033,"Salem County, New Jersey",24404,68531,90349,16880,81122,108573,0,102773,0,7524,34522,43045
435,31,0500000US34035,"Somerset County, New Jersey",122606,111587,152445,88540,135129,176735,72685,157332,0,34066,64260,84826
436,31,0500000US34037,"Sussex County, New Jersey",54099,101130,124822,40122,116343,142340,0,130808,0,13977,54717,66946
437,31,0500000US34039,"Union County, New Jersey",192848,80339,116947,140300,94087,135847,98574,120209,160467,52548,41419,59103
438,31,0500000US34041,"Warren County, New Jersey",42397,84479,102202,26992,106434,123502,0,122942,0,15405,46966,61656
439,32,0500000US35001,"Bernalillo County, New Mexico",271307,56115,78477,159074,68003,91507,105005,88021,112981,112233,38829,56122
440,32,0500000US35005,"Chaves County, New Mexico",24671,42003,58875,16106,49955,69923,0,64259,0,8565,25131,34779
441,32,0500000US35013,"Doña Ana County, New Mexico",79094,43038,57842,50871,51114,65225,34118,61758,0,28223,23631,40690
442,32,0500000US35025,"Lea County, New Mexico",24478,68457,78848,17359,78086,87069,0,88119,0,7119,29949,50372
443,32,0500000US35031,"McKinley County, New Mexico",21719,37153,49716,16425,42213,52990,8320,56016,0,5294,29155,34894
444,32,0500000US35035,"Otero County, New Mexico",24133,39371,54602,14883,46804,65352,0,58074,0,9250,29174,35769
445,32,0500000US35043,"Sandoval County, New Mexico",53251,71997,89341,40686,79432,98815,28724,92512,0,12565,42805,48020
446,32,0500000US35045,"San Juan County, New Mexico",42561,44321,60348,30001,48713,66563,18214,58407,0,12560,28668,39317
447,32,0500000US35049,"Santa Fe County, New Mexico",62182,61298,88182,36815,72542,105959,25743,86154,0,25367,42764,60132
448,32,0500000US35061,"Valencia County, New Mexico",24829,60601,73874,16488,60480,77951,0,74072,0,8341,35245,60689
449,33,0500000US36001,"Albany County, New York",128284,69953,91080,73408,98162,114248,52299,115978,136778,54876,43294,56152
450,33,0500000US36005,"Bronx County, New York",513890,41432,59664,311284,50835,68747,132050,71967,93863,202606,24294,40536
451,33,0500000US36007,"Broome County, New York",79309,52010,68572,46027,67649,83260,33750,84510,0,33282,33244,45579
452,33,0500000US36009,"Cattaraugus County, New York",33056,50912,64706,20382,62243,75440,15436,72152,0,12674,28057,45145
453,33,0500000US36011,"Cayuga County, New York",31489,58665,78177,19199,75578,90619,13247,86644,0,12290,39353,53840
454,33,0500000US36013,"Chautauqua County, New York",55345,50272,65136,32043,69181,81271,23372,84305,0,23302,24628,39930
455,33,0500000US36015,"Chemung County, New York",33490,60782,73297,20850,70078,84277,0,87204,0,12640,32029,49261
456,33,0500000US36019,"Clinton County, New York",31422,60198,81738,18148,78004,104381,0,87147,0,13274,35514,46498
457,33,0500000US36027,"Dutchess County, New York",110529,85901,112299,72749,107176,134373,55529,123023,0,37780,45494,65727
458,33,0500000US36029,"Erie County, New York",398326,60652,79972,232865,79188,99576,161417,96733,118622,165461,37517,48944
459,33,0500000US36045,"Jefferson County, New York",41214,53917,67368,27634,65378,76480,20381,75649,0,13580,34631,44215
460,33,0500000US36047,"Kings County, New York",978091,66937,99472,606916,74422,110664,377222,94710,135482,371175,50372,74756
461,33,0500000US36051,"Livingston County, New York",23409,59173,75881,14765,75126,90321,0,86926,0,8644,35200,48938
462,33,0500000US36053,"Madison County, New York",25986,62918,88100,17778,82327,105780,0,91560,0,8208,32759,45075
463,33,0500000US36055,"Monroe County, New York",305284,62103,84666,176863,84034,105744,125761,101523,125259,128421,37777,53015
464,33,0500000US36059,"Nassau County, New York",449798,118453,157774,339705,140640,180662,265286,160492,0,110093,55246,79608
465,33,0500000US36061,"New York County, New York",768203,93651,170453,318351,126690,233184,214081,191064,298405,449852,77491,124054
466,33,0500000US36063,"Niagara County, New York",90625,56304,73374,53472,77774,92068,38378,90710,105590,37153,31644,43459
467,33,0500000US36065,"Oneida County, New York",90273,57391,75821,54481,74515,90465,39077,91129,106193,35792,36410,47213
468,33,0500000US36067,"Onondaga County, New York",183218,61577,83860,106955,84681,106090,77880,103843,127087,76263,39731,50115
469,33,0500000US36069,"Ontario County, New York",46025,66568,92560,28268,84200,113305,0,99324,0,17757,41049,53523
470,33,0500000US36071,"Orange County, New York",131421,84458,105297,92249,100230,120446,71065,112375,135116,39172,46856,64283
471,33,0500000US36075,"Oswego County, New York",46640,58459,74434,29110,71749,83993,0,85391,0,17530,35841,51827
472,33,0500000US36079,"Putnam County, New York",34470,106204,132523,24725,121505,147160,0,136758,0,9745,61784,87557
473,33,0500000US36081,"Queens County, New York",784552,73696,96631,530505,82534,105587,354679,92198,117165,254047,49538,69303
474,33,0500000US36083,"Rensselaer County, New York",65790,71574,85141,41217,85996,100126,27501,106996,0,24573,42814,53961
475,33,0500000US36085,"Richmond County, New York",166297,89821,113245,120238,105438,129701,89633,118708,0,46059,44796,63809
476,33,0500000US36087,"Rockland County, New York",101424,100916,133396,77059,116404,151498,63343,123237,160917,24365,51571,67646
477,33,0500000US36089,"St. Lawrence County, New York",42832,52108,68320,27209,65685,81569,20739,82168,0,15623,28101,41997
478,33,0500000US36091,"Saratoga County, New York",93547,89932,105941,62501,111280,125826,50152,127049,0,31046,49185,60662
479,33,0500000US36093,"Schenectady County, New York",62534,65773,85444,39331,85160,99153,25517,110153,0,23203,47057,55318
480,33,0500000US36101,"Steuben County, New York",39283,52951,70353,23779,71759,86983,18007,85584,0,15504,31569,41885
481,33,0500000US36103,"Suffolk County, New York",499744,106228,138724,359977,125309,158072,276306,139822,174418,139767,57312,79037
482,33,0500000US36105,"Sullivan County, New York",28960,60137,75269,16914,68127,85089,0,83189,0,12046,41003,55547
483,33,0500000US36109,"Tompkins County, New York",40322,58626,92501,19392,90192,136049,0,106511,0,20930,35496,50267
484,33,0500000US36111,"Ulster County, New York",69376,64087,87755,41610,86335,108379,31524,100756,0,27766,36586,52131
485,33,0500000US36113,"Warren County, New York",29593,64985,83323,17724,90063,104869,0,98178,0,11869,37114,49942
486,33,0500000US36117,"Wayne County, New York",36634,61730,80472,23214,81192,94332,0,90564,0,13420,30464,50903
487,33,0500000US36119,"Westchester County, New York",355136,101908,160616,245014,131023,197616,185927,164634,0,110122,50815,72436
488,34,0500000US37001,"Alamance County, North Carolina",64316,58490,71555,41793,70332,84062,0,81592,0,22523,33459,45486
489,34,0500000US37019,"Brunswick County, North Carolina",58385,63668,84495,39806,77959,96554,0,84611,0,18579,35327,56223
490,34,0500000US37021,"Buncombe County, North Carolina",106741,54970,77162,63675,69181,90994,49804,80847,0,43066,36470,53400
491,34,0500000US37023,"Burke County, North Carolina",36634,47361,61903,25391,60227,72568,0,63480,0,11243,26503,35933
492,34,0500000US37025,"Cabarrus County, North Carolina",68798,72333,94073,51217,85805,108791,38977,105767,0,17581,36855,49392
493,34,0500000US37027,"Caldwell County, North Carolina",32513,48737,60360,20975,61547,68630,0,73408,0,11538,30602,44459
494,34,0500000US37031,"Carteret County, North Carolina",28962,60186,81705,18292,76840,98025,0,86239,0,10670,31771,46103
495,34,0500000US37035,"Catawba County, North Carolina",62417,52436,72498,41861,66741,88672,30042,76508,0,20556,30416,36814
496,34,0500000US37037,"Chatham County, North Carolina",30674,66857,99098,21406,82689,114339,0,94238,0,9268,28310,60055
497,34,0500000US37045,"Cleveland County, North Carolina",30599,44987,62849,21410,53571,73524,0,71565,0,9189,26313,34505
498,34,0500000US37049,"Craven County, North Carolina",42221,52832,71562,28502,67467,85690,0,83191,0,13719,30713,40864
499,34,0500000US37051,"Cumberland County, North Carolina",128135,46292,61315,78365,55078,70340,51196,73799,0,49770,31629,44656
500,34,0500000US37057,"Davidson County, North Carolina",69938,53473,65792,49037,64056,73876,36596,74210,0,20901,30648,43616
501,34,0500000US37063,"Durham County, North Carolina",131140,65317,86730,75291,81056,104113,51215,102351,0,55849,45286,60105
502,34,0500000US37067,"Forsyth County, North Carolina",148151,52017,74136,90837,70148,92182,63658,88444,0,57314,30873,43132
503,34,0500000US37069,"Franklin County, North Carolina",26720,57099,71093,20443,63804,76657,0,82096,0,6277,36639,43133
504,34,0500000US37071,"Gaston County, North Carolina",85705,56595,73164,55868,70537,88629,39550,85398,0,29837,29959,40215
505,34,0500000US37081,"Guilford County, North Carolina",206950,55328,78134,132323,69273,92308,87266,89607,116067,74627,36464,50070
506,34,0500000US37085,"Harnett County, North Carolina",46416,55753,64066,31025,66600,73904,23465,77087,0,15391,26646,41353
507,34,0500000US37089,"Henderson County, North Carolina",51115,62131,77779,33992,73823,91630,0,78351,0,17123,36250,45865
508,34,0500000US37097,"Iredell County, North Carolina",68145,68660,90976,49635,81610,104428,39429,92072,0,18510,33287,50863
509,34,0500000US37101,"Johnston County, North Carolina",73567,60951,82143,53743,76439,95272,39949,91902,0,19824,34583,41370
510,34,0500000US37109,"Lincoln County, North Carolina",34418,71514,89203,24445,80649,103840,0,96781,0,9973,31444,48687
511,34,0500000US37119,"Mecklenburg County, North Carolina",426313,69072,102553,254759,86834,125391,180960,110595,153173,171554,48198,65617
512,34,0500000US37125,"Moore County, North Carolina",41530,62469,82882,27191,78517,99220,0,93035,0,14339,34853,50152
513,34,0500000US37127,"Nash County, North Carolina",37574,50656,67195,27002,58908,78198,0,75744,0,10572,26306,34818
514,34,0500000US37129,"New Hanover County, North Carolina",100189,56382,82471,56160,81497,108799,43967,96366,0,44029,35492,46478
515,34,0500000US37133,"Onslow County, North Carolina",63604,49544,67207,46202,54021,74233,0,61072,0,17402,33897,45041
516,34,0500000US37135,"Orange County, North Carolina",55259,74299,110759,32657,118498,148513,0,128901,0,22602,38051,54061
517,34,0500000US37147,"Pitt County, North Carolina",70926,53401,72458,41427,64962,86613,0,84253,0,29499,38658,50822
518,34,0500000US37151,"Randolph County, North Carolina",56117,49742,59175,37795,58172,69067,0,63918,0,18322,27111,35886
519,34,0500000US37155,"Robeson County, North Carolina",46272,35035,48129,30034,43698,58699,17684,64172,77370,16238,17539,25803
520,34,0500000US37157,"Rockingham County, North Carolina",38462,43230,53588,25717,49962,61096,0,63702,0,12745,25569,34119
521,34,0500000US37159,"Rowan County, North Carolina",55241,51927,65593,37900,62894,76381,0,77156,0,17341,28619,38346
522,34,0500000US37161,"Rutherford County, North Carolina",27970,44361,63090,18874,50846,71868,0,61201,0,9096,23407,40761
523,34,0500000US37171,"Surry County, North Carolina",28408,49250,61869,19539,66882,74219,0,75181,0,8869,20581,32360
524,34,0500000US37179,"Union County, North Carolina",77954,85985,113242,62932,100737,127791,0,112198,0,15022,40023,47183
525,34,0500000US37183,"Wake County, North Carolina",419361,84215,111123,279243,104821,133488,214561,126732,153330,140118,49448,63317
526,34,0500000US37191,"Wayne County, North Carolina",48482,44596,59250,30990,53190,70723,0,72603,0,17492,33865,37287
527,34,0500000US37193,"Wilkes County, North Carolina",28376,43290,59466,17409,60153,70093,0,67931,0,10967,24592,39984
528,34,0500000US37195,"Wilson County, North Carolina",32384,38830,59009,19760,65768,77014,0,85587,0,12624,19967,28963
529,35,0500000US38015,"Burleigh County, North Dakota",38438,72494,96490,24110,95152,120776,0,109565,0,14328,40910,52912
530,35,0500000US38017,"Cass County, North Dakota",78736,62218,84236,42257,94182,117063,0,103752,0,36479,38473,45104
531,35,0500000US38035,"Grand Forks County, North Dakota",31506,56622,72083,15614,81451,97403,0,93964,0,15892,32355,45126
532,35,0500000US38101,"Ward County, North Dakota",28908,71415,85522,16218,92439,105217,0,96031,0,12690,39313,56404
533,36,0500000US39003,"Allen County, Ohio",40460,60429,67471,25936,69534,78995,0,82179,0,14524,34339,42337
534,36,0500000US39007,"Ashtabula County, Ohio",39490,44580,65566,25007,58802,79112,0,72181,0,14483,28314,35668
535,36,0500000US39009,"Athens County, Ohio",22659,41851,62186,13715,66601,81685,0,75661,0,8944,19550,28712
536,36,0500000US39013,"Belmont County, Ohio",25651,49780,67033,15467,60823,81062,0,79347,0,10184,34081,42945
537,36,0500000US39017,"Butler County, Ohio",140141,68584,88973,95656,85417,105466,70036,99791,0,44485,37880,48178
538,36,0500000US39023,"Clark County, Ohio",54406,50128,66192,35871,62358,77919,24013,79636,0,18535,27513,37695
539,36,0500000US39025,"Clermont County, Ohio",80041,67744,92601,53630,91940,109553,0,102183,0,26411,41407,55119
540,36,0500000US39029,"Columbiana County, Ohio",40560,53542,63169,25372,67973,74151,0,75092,0,15188,31675,41489
541,36,0500000US39035,"Cuyahoga County, Ohio",549471,52423,75382,298268,70517,97757,190712,94502,123961,251203,34356,46757
542,36,0500000US39041,"Delaware County, Ohio",73290,107854,135296,56249,129811,155762,0,139345,0,17041,42353,62753
543,36,0500000US39043,"Erie County, Ohio",30308,60653,81492,19645,75004,99356,0,82037,0,10663,36228,43928
544,36,0500000US39045,"Fairfield County, Ohio",59031,71469,89741,40951,85139,105886,0,100879,0,18080,36749,49422
545,36,0500000US39049,"Franklin County, Ohio",522383,64713,87764,305724,82042,105363,209503,103349,128595,216659,44628,60105
546,36,0500000US39055,"Geauga County, Ohio",35439,77391,104403,25214,97233,123757,0,108670,0,10225,35836,54895
547,36,0500000US39057,"Greene County, Ohio",66154,67394,90009,40889,89205,111300,32278,105902,0,25265,40866,52540
548,36,0500000US39061,"Hamilton County, Ohio",347235,60198,89581,200635,82274,113104,133992,107952,140890,146600,38431,54706
549,36,0500000US39063,"Hancock County, Ohio",32490,60944,85029,19323,80560,105935,0,96068,0,13167,33357,51171
550,36,0500000US39081,"Jefferson County, Ohio",27515,47445,61257,17298,59820,73883,0,70170,0,10217,30085,36324
551,36,0500000US39085,"Lake County, Ohio",96967,64076,79074,59299,81149,95945,44824,90352,107503,37668,42281,49391
552,36,0500000US39089,"Licking County, Ohio",66604,66013,88327,47172,79737,99688,36417,93309,0,19432,32982,56138
553,36,0500000US39093,"Lorain County, Ohio",120299,58686,77894,74430,77160,94989,53312,91367,113872,45869,33248,46371
554,36,0500000US39095,"Lucas County, Ohio",182105,49448,70287,107737,65250,86071,71079,88532,0,74368,30195,44288
555,36,0500000US39099,"Mahoning County, Ohio",100057,47170,63363,59535,61545,76517,38616,80417,96082,40522,28259,40052
556,36,0500000US39101,"Marion County, Ohio",25013,50608,75598,16000,61916,93247,0,75694,0,9013,32158,38764
557,36,0500000US39103,"Medina County, Ohio",70450,76468,97415,48692,95589,116506,0,106227,0,21758,43892,52352
558,36,0500000US39109,"Miami County, Ohio",41273,62451,80018,25875,81582,91242,0,91043,0,15398,35687,58973
559,36,0500000US39113,"Montgomery County, Ohio",224831,54537,72781,130809,71636,88460,88035,88432,106636,94022,34222,46942
560,36,0500000US39119,"Muskingum County, Ohio",33342,51844,65255,21489,65352,78549,0,77891,0,11853,29844,38413
561,36,0500000US39133,"Portage County, Ohio",61018,56679,74539,39423,75019,89844,28996,86906,105529,21595,34708,43749
562,36,0500000US39139,"Richland County, Ohio",49812,51783,65660,32998,63585,78385,0,76654,0,16814,29735,38200
563,36,0500000US39141,"Ross County, Ohio",28365,55717,70298,18603,68173,82067,0,81832,0,9762,28669,44253
564,36,0500000US39145,"Scioto County, Ohio",29319,45571,60213,19559,60373,71290,0,84129,0,9760,28479,34773
565,36,0500000US39151,"Stark County, Ohio",154280,55499,71726,97240,68688,85219,69162,82876,0,57040,31545,44949
566,36,0500000US39153,"Summit County, Ohio",224629,57364,82501,134363,73428,103046,97150,91373,119399,90266,34409,49200
567,36,0500000US39155,"Trumbull County, Ohio",84159,47087,63876,51625,56455,76406,35154,66184,0,32534,28960,40456
568,36,0500000US39157,"Tuscarawas County, Ohio",36788,53616,66584,23917,64420,76058,0,70547,0,12871,31303,45998
569,36,0500000US39165,"Warren County, Ohio",84460,90837,123325,62246,109570,145342,0,119854,0,22214,53109,58282
570,36,0500000US39169,"Wayne County, Ohio",44589,57458,72370,29618,72339,85597,0,79423,0,14971,30674,40481
571,36,0500000US39173,"Wood County, Ohio",51353,63791,82303,30318,82348,102900,0,91939,0,21035,35551,50089
572,37,0500000US40017,"Canadian County, Oklahoma",46005,73635,86545,34002,85180,97271,0,93849,0,12003,40635,52021
573,37,0500000US40027,"Cleveland County, Oklahoma",108673,64290,83314,67686,83305,102445,52480,95214,0,40987,36837,48035
574,37,0500000US40031,"Comanche County, Oklahoma",41843,51300,66189,26487,60433,73032,0,78031,0,15356,36614,50374
575,37,0500000US40037,"Creek County, Oklahoma",26561,54969,71024,19020,66194,81801,14240,76580,0,7541,28085,39840
576,37,0500000US40101,"Muskogee County, Oklahoma",26842,42450,64738,18512,53239,75613,0,67546,0,8330,26440,36477
577,37,0500000US40109,"Oklahoma County, Oklahoma",305493,56235,83009,187005,71408,101020,128616,90659,122993,118488,38127,51583
578,37,0500000US40119,"Payne County, Oklahoma",31788,41272,57813,18374,58928,74233,0,72681,0,13414,18102,33183
579,37,0500000US40125,"Pottawatomie County, Oklahoma",25655,53511,69393,17795,67204,79357,13239,75694,0,7860,24391,44536
580,37,0500000US40131,"Rogers County, Oklahoma",35531,66132,83199,25451,77005,94727,20693,85961,0,10080,40371,49593
581,37,0500000US40143,"Tulsa County, Oklahoma",255352,57483,84293,159480,74319,103723,114218,92303,123424,95872,35481,48984
582,37,0500000US40145,"Wagoner County, Oklahoma",29837,64319,83348,21399,79402,98923,0,89275,0,8438,35110,41789
583,38,0500000US41003,"Benton County, Oregon",37378,70835,88001,21244,100075,114289,0,107910,0,16134,37542,50618
584,38,0500000US41005,"Clackamas County, Oregon",161295,80294,106184,108546,97635,123202,86040,111051,136453,52749,46982,66274
585,38,0500000US41017,"Deschutes County, Oregon",76528,71643,91480,50256,87855,104743,0,92279,0,26272,41253,55404
586,38,0500000US41019,"Douglas County, Oregon",46186,48585,63462,31396,54865,70795,0,62891,0,14790,31947,43994
587,38,0500000US41029,"Jackson County, Oregon",87800,56450,73949,53256,73249,89550,40386,80295,0,34544,32346,45893
588,38,0500000US41033,"Josephine County, Oregon",35206,47573,63233,23589,54646,69819,0,64286,0,11617,33453,44769
589,38,0500000US41035,"Klamath County, Oregon",29357,56348,68806,18394,62361,73301,0,75155,0,10963,27676,52890
590,38,0500000US41039,"Lane County, Oregon",155696,57325,77180,91847,75523,94211,67132,89906,0,63849,33049,49110
591,38,0500000US41043,"Linn County, Oregon",49407,61488,74582,30994,76343,84399,0,86183,0,18413,37279,54158
592,38,0500000US41047,"Marion County, Oregon",121061,64306,78396,81767,74731,89287,59506,86335,0,39294,37955,49624
593,38,0500000US41051,"Multnomah County, Oregon",337903,72900,99033,177647,93528,120942,130765,113086,142169,160256,53101,70793
594,38,0500000US41053,"Polk County, Oregon",31224,72914,87386,21221,99494,104589,0,102539,0,10003,35970,42587
595,38,0500000US41059,"Umatilla County, Oregon",27538,60425,75934,17591,75064,87182,0,84865,0,9947,36818,51365
596,38,0500000US41067,"Washington County, Oregon",222877,85734,109231,144206,104149,128743,114943,119990,142200,78671,55183,68215
597,38,0500000US41071,"Yamhill County, Oregon",36323,72904,84219,24676,82426,96299,0,100843,0,11647,46047,53717
598,39,0500000US42001,"Adams County, Pennsylvania",38703,67715,84262,26375,81210,99218,21827,88173,0,12328,38218,48790
599,39,0500000US42003,"Allegheny County, Pennsylvania",553858,64871,91448,301596,90891,119863,225213,107939,139626,252262,40156,55208
600,39,0500000US42005,"Armstrong County, Pennsylvania",29095,57636,68661,18184,68733,82941,0,74786,0,10911,32290,41674
601,39,0500000US42007,"Beaver County, Pennsylvania",70745,60672,75836,43107,79450,94002,31950,95142,0,27638,35330,44751
602,39,0500000US42011,"Berks County, Pennsylvania",154696,67708,84720,105402,81575,97936,75762,98170,113907,49294,38557,49681
603,39,0500000US42013,"Blair County, Pennsylvania",52497,51004,69143,34637,65157,80697,24065,81980,0,17860,29644,42377
604,39,0500000US42017,"Bucks County, Pennsylvania",240491,93767,120851,167024,112006,139798,135073,125966,0,73467,49565,72632
605,39,0500000US42019,"Butler County, Pennsylvania",77920,72262,95378,50071,96134,115734,42584,103524,0,27849,37006,55801
606,39,0500000US42021,"Cambria County, Pennsylvania",56490,49076,63805,35187,66461,79360,26658,78495,91000,21303,24591,36061
607,39,0500000US42025,"Carbon County, Pennsylvania",27107,61111,82287,17562,72639,89053,0,84242,0,9545,36259,65593
608,39,0500000US42027,"Centre County, Pennsylvania",58963,60706,82780,33225,87538,110682,0,92094,0,25738,32748,45345
609,39,0500000US42029,"Chester County, Pennsylvania",193234,102016,144892,136514,129511,173250,112500,146807,0,56720,52711,72663
610,39,0500000US42033,"Clearfield County, Pennsylvania",31990,45643,57924,20083,60907,66832,0,70972,0,11907,30154,35450
611,39,0500000US42037,"Columbia County, Pennsylvania",26219,54570,70858,16631,66546,84234,0,76511,0,9588,33668,43432
612,39,0500000US42039,"Crawford County, Pennsylvania",35387,49428,63237,23814,62100,72781,18110,73762,0,11573,29161,40578
613,39,0500000US42041,"Cumberland County, Pennsylvania",101823,75391,95404,64780,93456,115847,51939,102441,0,37043,41854,55097
614,39,0500000US42043,"Dauphin County, Pennsylvania",113905,60733,80460,67366,77445,100301,49061,91614,118382,46539,38686,49315
615,39,0500000US42045,"Delaware County, Pennsylvania",209502,77339,110612,138319,101865,135700,100601,122044,159272,71183,40944,57529
616,39,0500000US42049,"Erie County, Pennsylvania",110128,51818,68095,65759,67505,80873,45251,81269,96543,44369,31495,46042
617,39,0500000US42051,"Fayette County, Pennsylvania",54955,48509,68078,32290,64528,82856,23092,79803,0,22665,31810,43239
618,39,0500000US42055,"Franklin County, Pennsylvania",60260,62484,76869,40079,77162,89182,0,85612,0,20181,37244,48476
619,39,0500000US42063,"Indiana County, Pennsylvania",30704,51914,69974,19008,71780,85046,0,76339,0,11696,30145,41840
620,39,0500000US42069,"Lackawanna County, Pennsylvania",88154,53826,73211,55846,67313,87761,39700,83910,0,32308,33186,44329
621,39,0500000US42071,"Lancaster County, Pennsylvania",204701,67376,88819,142461,81132,103603,110503,90611,115427,62240,37976,50225
622,39,0500000US42073,"Lawrence County, Pennsylvania",37282,50547,68125,24265,65807,83366,17680,79468,0,13017,28003,37734
623,39,0500000US42075,"Lebanon County, Pennsylvania",53861,61204,75913,36317,76965,87921,27202,90709,0,17544,33102,41968
624,39,0500000US42077,"Lehigh County, Pennsylvania",137847,65667,86780,95079,77262,100009,66703,97157,118871,42768,38904,52776
625,39,0500000US42079,"Luzerne County, Pennsylvania",130890,53972,68764,80336,65644,83323,55359,82237,0,50554,33063,42816
626,39,0500000US42081,"Lycoming County, Pennsylvania",44842,53881,71332,28763,70079,84464,21024,83056,99904,16079,30451,40035
627,39,0500000US42085,"Mercer County, Pennsylvania",46427,54543,67630,29296,70402,79581,21793,82979,0,17131,34023,44952
628,39,0500000US42089,"Monroe County, Pennsylvania",56274,62413,84254,40663,77039,97103,0,86843,0,15611,34695,43537
629,39,0500000US42091,"Montgomery County, Pennsylvania",321373,92302,127054,217598,115533,151592,173673,131936,169636,103775,51418,71466
630,39,0500000US42095,"Northampton County, Pennsylvania",114950,74328,93381,76846,87976,108665,57892,102822,0,38104,42146,59052
631,39,0500000US42097,"Northumberland County, Pennsylvania",38592,47349,60685,24939,59477,72460,0,71568,0,13653,29047,35209
632,39,0500000US42101,"Philadelphia County, Pennsylvania",619505,47474,72748,338852,54978,82028,174209,82072,110616,280653,35626,58208
633,39,0500000US42107,"Schuylkill County, Pennsylvania",58242,56295,68557,37730,67787,77863,26926,77910,0,20512,27337,44737
634,39,0500000US42111,"Somerset County, Pennsylvania",29456,48895,62567,19642,63990,72544,15244,72259,0,9814,28144,41012
635,39,0500000US42125,"Washington County, Pennsylvania",86716,65431,88498,55227,85110,107340,42556,100702,0,31489,35735,51650
636,39,0500000US42129,"Westmoreland County, Pennsylvania",155147,59073,77715,94737,79124,96797,74209,87458,109274,60410,32304,44964
637,39,0500000US42133,"York County, Pennsylvania",175441,69172,85972,118266,83957,100924,90877,96528,112279,57175,38143,50463
638,40,0500000US44003,"Kent County, Rhode Island",70166,74474,92956,43103,91393,112364,31971,106829,0,27063,51944,59261
639,40,0500000US44005,"Newport County, Rhode Island",33690,81652,120476,20749,108973,154821,0,125296,0,12941,45487,61544
640,40,0500000US44007,"Providence County, Rhode Island",237518,62994,80824,141097,79424,97930,93915,95447,117997,96421,36054,51957
641,40,0500000US44009,"Washington County, Rhode Island",48051,90003,114130,33057,114594,138268,0,129232,0,14994,42758,57820
642,41,0500000US45003,"Aiken County, South Carolina",67889,55634,70238,43932,66933,82502,0,76064,0,23957,29764,44764
643,41,0500000US45007,"Anderson County, South Carolina",75825,54322,75079,52038,65967,86297,38159,81228,0,23787,30877,46715
644,41,0500000US45013,"Beaufort County, South Carolina",73043,74127,109158,50500,86025,126508,0,99918,0,22543,46586,66617
