GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
5001600US2601,"Congressional District 1 (116th Congress), Michigan",292829,1624,6.3,0.2,5.2,0.3,11.2,0.3,11.3,0.3,15.1,0.3,19.9,0.4,12.8,0.3,11.6,0.3,3.4,0.1,3.1,0.1,50891,482,67199,687,31.9,(X),(X),(X),(X),(X),184932,1497,3.4,0.2,2.6,0.3,6.6,0.3,9.3,0.4,14.8,0.5,22.4,0.4,16.4,0.4,15.7,0.4,4.6,0.2,4.2,0.2,63994,714,80483,977,(X),(X),31.4,(X),(X),(X),147894,1407,1.7,0.2,1.2,0.1,4.5,0.2,7.7,0.3,13.8,0.4,23.7,0.5,18.5,0.5,18.5,0.5,5.5,0.3,5.1,0.3,72030,653,89356,1053,(X),(X),(X),(X),(X),(X),107897,1581,12.6,0.6,10.4,0.5,19.7,0.7,15.4,0.6,15.7,0.6,14.5,0.6,5.8,0.4,3.9,0.3,0.8,0.1,1.1,0.2,29695,571,41593,1074,(X),(X),(X),(X),31.4,(X)
5001600US2602,"Congressional District 2 (116th Congress), Michigan",276923,1263,4.9,0.3,3.7,0.2,9.8,0.4,9.9,0.3,14.2,0.4,20.8,0.6,13.9,0.4,14.5,0.4,4.6,0.2,3.6,0.2,58031,765,74071,768,31.7,(X),(X),(X),(X),(X),188240,1381,2.9,0.3,1.9,0.2,5.7,0.4,7.7,0.4,13.2,0.5,22.3,0.7,16.8,0.6,18.8,0.5,6.1,0.3,4.5,0.3,70839,840,86111,1064,(X),(X),30.8,(X),(X),(X),144460,1503,1.1,0.1,0.9,0.1,3,0.2,5.2,0.3,11.8,0.5,22.9,0.8,19.1,0.6,22.7,0.7,7.6,0.4,5.7,0.3,81178,886,97577,1233,(X),(X),(X),(X),(X),(X),88683,1427,10.2,0.7,8.1,0.6,19.5,0.9,15.6,0.8,17.2,0.9,16.7,0.8,6.5,0.5,4.1,0.4,1.1,0.2,1.1,0.2,32544,733,44626,1148,(X),(X),(X),(X),31.8,(X)
5001600US2603,"Congressional District 3 (116th Congress), Michigan",280214,1262,5.1,0.3,3.8,0.2,9.3,0.3,9,0.4,13.7,0.4,18.8,0.4,13.8,0.4,15.3,0.5,5.7,0.3,5.4,0.2,61466,714,82772,865,30.4,(X),(X),(X),(X),(X),186504,1478,3.1,0.3,2.1,0.2,5.9,0.4,7,0.3,11.8,0.4,19.7,0.6,16.2,0.5,19.2,0.6,7.7,0.4,7.3,0.3,75527,957,97650,1191,(X),(X),29.4,(X),(X),(X),142235,1714,1.1,0.2,0.8,0.2,3,0.3,5,0.3,10.2,0.5,19.3,0.6,18.2,0.7,23.5,0.7,9.7,0.5,9.2,0.4,89163,1224,112589,1423,(X),(X),(X),(X),(X),(X),93710,1454,10.2,0.6,7.6,0.5,17.3,0.8,13.6,0.8,17.6,0.9,16.7,0.8,8,0.6,6,0.6,1.3,0.2,1.7,0.2,35962,747,49413,1131,(X),(X),(X),(X),30.6,(X)
5001600US2604,"Congressional District 4 (116th Congress), Michigan",274675,1300,6.2,0.2,4.8,0.2,11.2,0.3,10.6,0.3,14.9,0.3,19.4,0.4,12.7,0.3,12.3,0.3,4.2,0.2,3.6,0.2,52271,439,70301,846,32.3,(X),(X),(X),(X),(X),181195,1232,3.5,0.2,2.6,0.2,6.8,0.3,8.7,0.3,14.5,0.4,21.7,0.5,15.4,0.5,16.2,0.4,5.7,0.3,4.8,0.3,64604,604,83749,1148,(X),(X),32.1,(X),(X),(X),142221,1163,1.4,0.1,1.3,0.1,4.5,0.3,7,0.3,13.9,0.4,22.7,0.5,17.3,0.5,19.1,0.5,7,0.4,5.9,0.4,74063,789,93784,1355,(X),(X),(X),(X),(X),(X),93480,1256,12.8,0.5,10,0.5,20.5,0.7,15.1,0.6,15.5,0.6,13.9,0.6,6.3,0.3,3.9,0.3,1,0.2,1,0.2,29179,547,40970,862,(X),(X),(X),(X),31.3,(X)
5001600US2605,"Congressional District 5 (116th Congress), Michigan",282975,1502,8.6,0.4,5.8,0.3,11.5,0.3,11.8,0.4,15.7,0.4,18.5,0.4,11.4,0.4,10.6,0.3,3.5,0.2,2.7,0.2,46647,534,62462,656,37.2,(X),(X),(X),(X),(X),177621,1685,5.5,0.3,3.7,0.3,8.4,0.5,9.6,0.4,14.6,0.5,20.9,0.6,14.4,0.5,14.3,0.5,5,0.3,3.7,0.2,58549,907,74505,900,(X),(X),37,(X),(X),(X),120273,1576,1.5,0.2,1.4,0.2,4.3,0.3,7.1,0.4,13.8,0.6,23.3,0.7,17.6,0.7,19.1,0.6,7,0.4,5.1,0.3,73356,1060,90100,1193,(X),(X),(X),(X),(X),(X),105354,1651,15.5,0.8,10,0.7,17.6,0.7,15.4,0.8,16.9,0.8,14.1,0.7,5.7,0.4,3.4,0.3,0.6,0.1,0.8,0.2,29262,721,39176,946,(X),(X),(X),(X),35.7,(X)
5001600US2606,"Congressional District 6 (116th Congress), Michigan",284044,1478,6,0.3,4.2,0.2,9.7,0.3,10.7,0.4,14.5,0.4,18.9,0.5,13,0.4,13.6,0.4,5,0.3,4.4,0.2,55409,622,75324,866,34.6,(X),(X),(X),(X),(X),184670,1419,4,0.3,2.2,0.2,5.8,0.3,8.3,0.4,13.1,0.5,20.2,0.6,15.8,0.5,17.9,0.5,7,0.4,5.7,0.3,70217,930,89349,1139,(X),(X),34.7,(X),(X),(X),139866,1400,1.3,0.2,1.1,0.2,3.2,0.3,6.1,0.4,11.7,0.5,20.6,0.6,18,0.7,21.9,0.6,8.8,0.5,7.3,0.4,82603,992,102834,1451,(X),(X),(X),(X),(X),(X),99374,1286,11.1,0.8,8.3,0.5,17.9,0.9,15.6,0.7,17,0.8,15.7,0.7,7.1,0.5,4.5,0.4,1.1,0.2,1.6,0.3,32783,764,45715,1168,(X),(X),(X),(X),33,(X)
5001600US2607,"Congressional District 7 (116th Congress), Michigan",276246,1569,4.9,0.3,3.9,0.2,8.7,0.3,9.7,0.3,13.6,0.4,19.6,0.4,14.2,0.4,15.3,0.4,5.8,0.2,4.4,0.2,60929,655,78913,1025,32.1,(X),(X),(X),(X),(X),185469,1509,2.9,0.3,1.8,0.2,5.3,0.3,7.3,0.4,12.1,0.5,20.6,0.6,16.4,0.5,19.9,0.4,7.9,0.3,5.8,0.3,74908,851,92483,1187,(X),(X),31.8,(X),(X),(X),143462,1596,1.1,0.2,0.8,0.1,3,0.2,5.3,0.3,10.6,0.5,20.8,0.6,18.1,0.6,23.4,0.5,9.8,0.4,7.1,0.4,85967,988,104089,1340,(X),(X),(X),(X),(X),(X),90777,1585,9.9,0.6,8.7,0.6,16.6,0.8,15,0.7,16.6,0.7,17.2,0.7,8.4,0.5,5.1,0.5,1.2,0.2,1.3,0.2,34808,825,47805,1462,(X),(X),(X),(X),31.6,(X)
5001600US2608,"Congressional District 8 (116th Congress), Michigan",281789,1237,4.9,0.3,3.2,0.2,7.4,0.3,7.6,0.3,11.2,0.4,16.9,0.4,13.1,0.4,17.6,0.5,8.9,0.3,9.2,0.3,72934,902,96998,941,30.4,(X),(X),(X),(X),(X),184451,1368,2.3,0.2,1.6,0.2,3.9,0.3,5.3,0.3,8.6,0.4,16.2,0.5,14.7,0.5,22.4,0.6,12.1,0.4,12.9,0.4,95469,1030,118183,1228,(X),(X),29.9,(X),(X),(X),146891,1506,1,0.2,0.6,0.1,2,0.2,3.5,0.3,6.8,0.3,15.3,0.5,15.5,0.6,25.4,0.7,14.4,0.5,15.5,0.5,107843,1016,132520,1463,(X),(X),(X),(X),(X),(X),97338,1502,10.7,0.6,6.6,0.5,14.6,0.7,12.3,0.7,16.3,0.8,17.8,0.8,9.6,0.6,7.5,0.5,2.5,0.3,2,0.2,40139,755,54155,1011,(X),(X),(X),(X),30,(X)
5001600US2609,"Congressional District 9 (116th Congress), Michigan",301074,1458,5.2,0.3,3.7,0.3,9.3,0.4,9.9,0.4,13.1,0.4,18.8,0.5,13.7,0.4,15,0.3,5.7,0.2,5.5,0.2,60817,756,82741,956,32.7,(X),(X),(X),(X),(X),181104,1389,2.9,0.2,2.4,0.3,6,0.4,7.7,0.4,12,0.5,18.9,0.6,15.4,0.6,19.1,0.5,7.6,0.4,7.9,0.3,75111,1084,99030,1286,(X),(X),34.1,(X),(X),(X),128261,1402,1,0.2,1.1,0.2,3.7,0.4,5.3,0.4,9.6,0.5,18.3,0.6,17.4,0.6,23.2,0.6,9.8,0.5,10.6,0.4,90204,1269,116160,1659,(X),(X),(X),(X),(X),(X),119970,1693,9.3,0.6,6.1,0.4,14.9,0.7,13.7,0.7,15.4,0.7,18,0.8,10.4,0.6,8,0.4,2.5,0.2,1.6,0.2,40289,846,55373,1204,(X),(X),(X),(X),29.6,(X)
5001600US2610,"Congressional District 10 (116th Congress), Michigan",283163,1324,4.5,0.3,3.5,0.2,8.1,0.3,8.9,0.4,13.1,0.4,18.1,0.4,13.6,0.4,17.7,0.4,7.3,0.3,5.2,0.3,65543,800,83851,825,33.4,(X),(X),(X),(X),(X),195031,1147,2.5,0.2,1.8,0.2,4.9,0.3,6.5,0.4,11.6,0.4,18.5,0.5,15.6,0.5,22.1,0.6,9.6,0.4,6.8,0.4,80929,1087,97593,1143,(X),(X),33.2,(X),(X),(X),155168,1405,1.1,0.1,0.9,0.2,3.2,0.3,4.8,0.3,10.4,0.5,18,0.5,16.8,0.5,25.1,0.7,11.4,0.5,8.2,0.5,91428,1206,107977,1379,(X),(X),(X),(X),(X),(X),88132,1376,9.9,0.6,7.9,0.5,16.1,0.7,14.7,0.7,16.1,0.7,16.9,0.8,8.4,0.6,6.8,0.5,1.6,0.2,1.5,0.2,36140,929,50005,1336,(X),(X),(X),(X),32.7,(X)
5001600US2611,"Congressional District 11 (116th Congress), Michigan",287463,1400,3.2,0.2,2.2,0.2,5.8,0.3,6.6,0.2,10,0.3,15.5,0.3,13.6,0.4,19.8,0.4,10.6,0.3,12.7,0.3,86254,761,113762,1034,31,(X),(X),(X),(X),(X),195810,1514,1.6,0.2,1.2,0.2,2.8,0.2,4.1,0.3,7.7,0.4,13.6,0.4,14.4,0.4,24,0.5,13.8,0.4,17,0.4,107887,943,135619,1315,(X),(X),31.5,(X),(X),(X),162444,1551,0.8,0.1,0.6,0.1,1.6,0.2,2.9,0.3,6.1,0.3,12.5,0.4,14.2,0.5,25.9,0.6,15.7,0.5,19.6,0.5,119138,1120,148096,1541,(X),(X),(X),(X),(X),(X),91653,1505,7.3,0.5,4.8,0.5,12.8,0.7,11.9,0.6,15.4,0.7,19.2,0.7,11.9,0.6,10.2,0.6,3.4,0.3,3.1,0.3,47613,1017,64794,1477,(X),(X),(X),(X),29.4,(X)
5001600US2612,"Congressional District 12 (116th Congress), Michigan",275837,1297,6.8,0.3,4.4,0.3,9.1,0.4,8.8,0.4,12.3,0.3,18,0.4,12.8,0.4,15.2,0.4,6.3,0.3,6.3,0.2,60589,780,82937,895,34.8,(X),(X),(X),(X),(X),165304,1269,3.8,0.4,2.5,0.2,6,0.4,6.5,0.4,10.7,0.5,18.2,0.6,15.1,0.6,19.2,0.6,8.8,0.4,9.1,0.3,78209,1035,101327,1249,(X),(X),35.7,(X),(X),(X),120355,1689,1.7,0.2,1.7,0.2,3.6,0.3,4.4,0.3,8.6,0.5,17.6,0.7,16.1,0.6,23.1,0.7,11.3,0.5,11.9,0.5,94367,1103,117755,1633,(X),(X),(X),(X),(X),(X),110533,1531,12.1,0.6,7.4,0.5,13.9,0.7,12.9,0.6,15,0.6,17.4,0.6,8.9,0.5,8.3,0.5,2.2,0.3,1.9,0.3,38208,755,52699,982,(X),(X),(X),(X),32.2,(X)
5001600US2613,"Congressional District 13 (116th Congress), Michigan",265169,1729,15.5,0.5,7.5,0.4,13.7,0.4,12,0.4,14.4,0.4,16,0.5,9.4,0.3,7.9,0.3,2.3,0.2,1.3,0.1,36195,493,50091,643,41.5,(X),(X),(X),(X),(X),148643,1559,11.1,0.7,5.4,0.4,11.6,0.5,11.1,0.5,14.8,0.6,18.3,0.7,11.9,0.4,10.8,0.4,3.3,0.3,1.6,0.2,45533,783,58507,845,(X),(X),45.3,(X),(X),(X),70502,1499,3.6,0.4,2.1,0.3,6.2,0.6,8.4,0.7,14.5,0.9,22,1.1,17.3,0.9,17.2,0.9,5.7,0.5,2.8,0.3,66154,1869,78736,1489,(X),(X),(X),(X),(X),(X),116526,1687,22.7,0.8,10.5,0.6,17,0.8,13.1,0.6,13.7,0.6,12.7,0.7,5.3,0.4,3.4,0.3,0.8,0.1,0.8,0.2,24885,610,36885,1054,(X),(X),(X),(X),35.1,(X)
5001600US2614,"Congressional District 14 (116th Congress), Michigan",272640,1641,11,0.4,5.8,0.3,10.8,0.4,10.9,0.4,13.2,0.4,16.3,0.5,10,0.4,11.3,0.4,5,0.3,5.7,0.2,47854,702,73706,1049,40.4,(X),(X),(X),(X),(X),158467,1658,7.2,0.5,3.7,0.3,9,0.6,9.3,0.5,12.1,0.6,16.7,0.7,11.7,0.7,14.7,0.5,7.2,0.4,8.4,0.4,62074,1138,90811,1455,(X),(X),43.8,(X),(X),(X),89424,1224,2.4,0.4,1.6,0.3,4.5,0.6,5.9,0.6,9.5,0.6,16.1,0.8,14,0.9,20.8,0.7,11.2,0.7,14,0.6,91913,2044,123374,2335,(X),(X),(X),(X),(X),(X),114173,1669,17.5,0.8,9,0.6,14.1,0.7,13.7,0.7,14.6,0.7,14.8,0.8,7.2,0.4,5.5,0.5,1.8,0.3,1.9,0.3,31459,485,47544,1397,(X),(X),(X),(X),34.2,(X)
5001600US26ZZ,"Congressional Districts not defined (116th Congress), Michigan",0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
5001600US2701,"Congressional District 1 (116th Congress), Minnesota",269287,1112,4.3,0.3,4.3,0.2,8.6,0.3,8.5,0.3,13.6,0.4,18.8,0.3,14.8,0.3,16.4,0.3,5.8,0.2,4.9,0.2,63683,619,81677,696,31,(X),(X),(X),(X),(X),174620,1267,2.1,0.2,1.8,0.2,4.7,0.3,6.5,0.3,11.4,0.4,19.4,0.4,17.6,0.4,21.6,0.5,8,0.3,6.9,0.3,80497,681,98827,943,(X),(X),29.6,(X),(X),(X),139656,1242,0.8,0.1,0.7,0.1,2.6,0.2,4.6,0.3,9.5,0.4,18.9,0.5,19.5,0.5,25.3,0.5,9.6,0.4,8.3,0.4,90827,698,110592,1138,(X),(X),(X),(X),(X),(X),94667,1440,9.3,0.6,9.2,0.5,16.7,0.7,13.4,0.7,18.1,0.7,17.2,0.6,8.5,0.6,5.3,0.4,1.2,0.2,1,0.2,36061,652,46242,808,(X),(X),(X),(X),31.8,(X)
5001600US2702,"Congressional District 2 (116th Congress), Minnesota",262516,929,2.8,0.2,2.3,0.2,5.1,0.3,6.5,0.3,10.3,0.4,15.9,0.4,14.7,0.4,21.4,0.4,11,0.4,10.2,0.3,86836,805,106741,875,27.1,(X),(X),(X),(X),(X),185724,1426,1.4,0.2,0.8,0.1,2.8,0.2,4.3,0.3,8,0.4,14.1,0.5,15.6,0.5,25.9,0.6,13.8,0.5,13.3,0.4,104839,917,124134,1164,(X),(X),26.8,(X),(X),(X),149471,1408,0.5,0.1,0.4,0.1,1.4,0.2,2.5,0.3,6.1,0.4,12.4,0.4,15.3,0.5,29,0.7,16.4,0.6,15.9,0.5,117135,1095,137460,1384,(X),(X),(X),(X),(X),(X),76792,1372,6.9,0.6,6,0.7,11.5,0.7,12.2,0.8,16.8,0.9,20.9,1,11.9,0.8,9.1,0.7,2.9,0.4,1.9,0.3,46873,1014,59194,1380,(X),(X),(X),(X),26.1,(X)
5001600US2703,"Congressional District 3 (116th Congress), Minnesota",279446,1395,2.8,0.2,1.9,0.2,5,0.2,5.6,0.3,9.3,0.4,15.3,0.4,13.6,0.4,19.6,0.5,11.3,0.4,15.8,0.4,93045,1079,127840,1471,27.6,(X),(X),(X),(X),(X),190830,1363,1.3,0.2,0.7,0.1,2.5,0.3,3.5,0.3,6.9,0.4,13.3,0.5,13.9,0.5,22.7,0.6,14.4,0.5,21,0.6,115921,1567,152434,2081,(X),(X),27.4,(X),(X),(X),156856,1692,0.6,0.1,0.3,0.1,1.5,0.2,2.2,0.2,5,0.3,11.3,0.5,13.6,0.5,24.4,0.7,16.5,0.6,24.7,0.7,129786,1458,168792,2281,(X),(X),(X),(X),(X),(X),88616,1670,6.3,0.6,4.8,0.5,10.7,0.6,10.8,0.8,15.5,0.7,19.9,0.7,12.5,0.7,12,0.7,3.8,0.4,3.8,0.4,51752,822,71038,1876,(X),(X),(X),(X),26.5,(X)
5001600US2704,"Congressional District 4 (116th Congress), Minnesota",271063,1098,4.6,0.2,3.6,0.2,7.3,0.3,7.8,0.4,11.3,0.4,17.3,0.5,13.3,0.4,17.3,0.4,8.5,0.3,8.9,0.2,71851,711,97233,1006,28.5,(X),(X),(X),(X),(X),166363,1455,2.8,0.3,2,0.2,4.1,0.3,5.7,0.4,9.1,0.4,15.3,0.5,14.2,0.5,22,0.6,11.9,0.5,12.7,0.4,93988,1268,119099,1504,(X),(X),28.7,(X),(X),(X),124294,1557,0.9,0.2,0.8,0.2,2.2,0.2,3.2,0.3,6.7,0.4,13.5,0.5,15.4,0.6,26.1,0.8,14.9,0.6,16.4,0.5,112152,1340,139255,1778,(X),(X),(X),(X),(X),(X),104700,1426,8.6,0.6,6.5,0.5,12.9,0.6,11.8,0.7,15.3,0.7,20.3,0.9,10.9,0.6,8.8,0.5,2.5,0.3,2.4,0.2,44681,770,58369,1034,(X),(X),(X),(X),26.6,(X)
5001600US2705,"Congressional District 5 (116th Congress), Minnesota",299431,1525,6.1,0.3,4.6,0.3,8.3,0.3,8.2,0.3,12,0.4,16.8,0.4,13.1,0.3,15.5,0.4,7.3,0.3,8.1,0.3,65262,686,90863,1140,28.3,(X),(X),(X),(X),(X),147665,1621,3.4,0.4,2.1,0.2,5.4,0.5,6.2,0.4,9.8,0.5,15.5,0.6,14.2,0.6,20.3,0.7,10.4,0.5,12.7,0.4,87756,1596,116055,2055,(X),(X),30.1,(X),(X),(X),105270,1502,0.9,0.2,0.9,0.2,2.6,0.3,3.7,0.4,7.2,0.5,14.9,0.7,14.7,0.7,24.6,0.7,13.6,0.6,17,0.6,109150,1870,139582,2558,(X),(X),(X),(X),(X),(X),151766,1780,9.4,0.5,7.2,0.4,11.4,0.5,10.8,0.5,14.2,0.5,18,0.6,11.7,0.5,10.3,0.5,3.7,0.2,3.2,0.3,46370,794,63543,1121,(X),(X),(X),(X),25.6,(X)
5001600US2706,"Congressional District 6 (116th Congress), Minnesota",256280,961,3,0.2,2.5,0.2,5.6,0.3,6.2,0.3,10.7,0.4,17,0.4,16,0.5,22.3,0.5,9.8,0.4,7.1,0.3,82616,975,99100,1032,30,(X),(X),(X),(X),(X),184691,1238,1.5,0.2,1,0.1,3.4,0.3,4.3,0.4,8.7,0.4,16.1,0.5,17.1,0.6,26.6,0.6,12.2,0.5,9,0.4,96254,1035,112836,1270,(X),(X),28.9,(X),(X),(X),150564,1432,0.6,0.1,0.4,0.1,2,0.3,3,0.3,6.6,0.4,14.7,0.5,17.9,0.7,30,0.7,14.3,0.5,10.5,0.4,106374,1306,123609,1489,(X),(X),(X),(X),(X),(X),71589,1412,7.4,0.6,6.9,0.7,12.3,0.9,12.4,0.9,16.7,1,19.5,1,11.6,0.7,9,0.7,2.5,0.4,1.7,0.3,44236,1053,57715,1354,(X),(X),(X),(X),30.9,(X)
5001600US2707,"Congressional District 7 (116th Congress), Minnesota",271508,1283,4.9,0.2,5.1,0.2,9.5,0.3,9.3,0.3,13.6,0.3,19.8,0.3,14.7,0.3,15.1,0.3,4.5,0.2,3.5,0.1,58899,524,74234,703,32.6,(X),(X),(X),(X),(X),176210,1224,2.5,0.2,1.9,0.2,5.1,0.2,7.8,0.3,12.1,0.3,21.1,0.4,17.9,0.4,20.5,0.4,6.3,0.2,4.7,0.2,74283,629,89215,946,(X),(X),32.2,(X),(X),(X),142941,1289,0.9,0.1,1,0.1,3.3,0.2,5.7,0.2,10.5,0.3,21.5,0.5,20,0.5,24,0.4,7.4,0.3,5.6,0.2,83669,691,98571,1038,(X),(X),(X),(X),(X),(X),95298,1206,10.3,0.5,11.5,0.5,18.3,0.6,13.2,0.6,17.2,0.5,16.6,0.5,7.2,0.4,4,0.3,0.9,0.1,0.9,0.1,32086,452,42981,731,(X),(X),(X),(X),32,(X)
5001600US2708,"Congressional District 8 (116th Congress), Minnesota",276072,1928,5,0.2,4.8,0.2,9.8,0.3,9.6,0.3,13.7,0.3,19.6,0.3,13.8,0.3,15.4,0.3,4.8,0.2,3.6,0.1,58525,493,73989,570,32.6,(X),(X),(X),(X),(X),175651,1520,2.7,0.2,1.8,0.2,5.2,0.3,7.4,0.3,12.5,0.3,21.2,0.4,17.1,0.4,20.3,0.4,6.5,0.3,5.1,0.2,73747,633,88774,817,(X),(X),32.1,(X),(X),(X),139649,1529,1,0.1,0.9,0.1,3.3,0.2,5.6,0.3,11,0.3,21.6,0.4,18.7,0.5,23.9,0.5,7.9,0.3,6.1,0.3,82830,769,98561,1004,(X),(X),(X),(X),(X),(X),100421,1382,10.1,0.5,10.5,0.5,18.7,0.7,13.9,0.6,16,0.6,16.5,0.6,7,0.4,5.3,0.3,1.2,0.2,0.9,0.1,32347,470,44242,763,(X),(X),(X),(X),31.5,(X)
5001600US2801,"Congressional District 1 (116th Congress), Mississippi",280331,1794,7.7,0.4,5.9,0.3,12.1,0.5,11,0.4,14.7,0.4,17.4,0.6,13.1,0.5,11.3,0.4,3.9,0.2,2.8,0.2,48450,598,65147,871,39,(X),(X),(X),(X),(X),191019,2037,4.2,0.4,3.1,0.3,8.9,0.5,10,0.5,14.7,0.5,19.4,0.7,16.2,0.5,14.5,0.5,5.3,0.3,3.8,0.3,60529,898,76819,1211,(X),(X),40.2,(X),(X),(X),136382,2081,1.6,0.2,1.4,0.2,5.4,0.4,7.5,0.5,13.4,0.6,20.8,0.8,19.2,0.7,18.8,0.7,6.8,0.4,5.1,0.4,74940,1151,90220,1448,(X),(X),(X),(X),(X),(X),89312,1927,16.4,1.1,12.3,0.9,20.1,1.1,14,0.8,13.8,0.9,12.6,0.9,5.6,0.6,3.5,0.5,0.8,0.2,0.8,0.2,25620,736,37671,1228,(X),(X),(X),(X),35.3,(X)
5001600US2802,"Congressional District 2 (116th Congress), Mississippi",255914,1598,13.1,0.5,8,0.4,15,0.5,12.1,0.4,14.2,0.5,15.7,0.5,9.5,0.4,8.1,0.4,2.5,0.2,1.8,0.2,36759,583,52941,905,39.8,(X),(X),(X),(X),(X),165229,1807,9.3,0.6,4.8,0.4,12.8,0.5,11.7,0.6,14.7,0.6,18.2,0.7,12,0.6,10.9,0.5,3.4,0.3,2.2,0.3,46768,726,62418,1268,(X),(X),42.5,(X),(X),(X),90821,1504,2.5,0.4,1.5,0.3,6.7,0.6,9.2,0.7,14,0.7,22.4,1.2,17.6,0.9,16.9,0.8,5.7,0.6,3.6,0.5,67138,1313,82716,1866,(X),(X),(X),(X),(X),(X),90685,1879,21.5,0.9,14.3,0.8,20.3,1,13.1,0.7,12.7,0.8,10.2,0.7,4,0.5,2.2,0.4,0.7,0.2,0.8,0.2,21546,629,32987,911,(X),(X),(X),(X),33.1,(X)
5001600US2803,"Congressional District 3 (116th Congress), Mississippi",281084,2194,10,0.4,6.5,0.3,11.6,0.6,10.5,0.5,12.9,0.4,16.5,0.5,11.4,0.5,11.7,0.5,4.7,0.3,4.2,0.2,48133,760,68359,913,38,(X),(X),(X),(X),(X),186062,2055,5.7,0.4,3.5,0.3,9,0.6,9.8,0.6,12.4,0.5,18.2,0.7,13.7,0.7,15.5,0.7,6.4,0.4,5.7,0.3,62348,1129,82407,1165,(X),(X),39.1,(X),(X),(X),131283,2110,2.2,0.3,1.5,0.3,5.2,0.5,7.6,0.6,11.6,0.6,19.2,0.9,16.7,0.8,20,0.9,8.5,0.5,7.6,0.4,78750,1231,98566,1692,(X),(X),(X),(X),(X),(X),95022,1907,19.2,1.1,12.8,0.8,17.7,1.1,12.4,0.9,13.3,0.8,12.6,0.8,6,0.6,3.8,0.4,1.2,0.3,1.1,0.2,25189,778,38581,1267,(X),(X),(X),(X),34.4,(X)
