GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
5001600US0502,"Congressional District 2 (116th Congress), Arkansas",294546,2005,7.6,0.4,5,0.3,10.7,0.5,10.9,0.5,13.8,0.4,17.9,0.5,11.5,0.4,13.5,0.5,4.6,0.2,4.6,0.3,52417,732,74171,998,34,(X),(X),(X),(X),(X),188793,1979,4.2,0.4,2.8,0.3,7.8,0.5,9.3,0.5,12.3,0.6,18.6,0.7,14.1,0.6,17.9,0.6,6.4,0.4,6.5,0.4,67780,1341,89799,1420,(X),(X),34.3,(X),(X),(X),134609,2008,1.7,0.3,1.2,0.2,4.6,0.4,6.5,0.5,10.4,0.6,19.1,0.8,16.4,0.8,23,0.7,8.7,0.5,8.5,0.5,84111,1515,106401,1769,(X),(X),(X),(X),(X),(X),105753,1776,14.4,0.9,9.1,0.7,17,1,14.2,0.9,16.8,0.9,15.3,0.8,6.3,0.5,4.6,0.5,1.2,0.2,1.1,0.2,31485,854,43375,1313,(X),(X),(X),(X),31.9,(X)
5001600US0503,"Congressional District 3 (116th Congress), Arkansas",304827,1759,6.4,0.4,4.8,0.2,10.8,0.4,11.1,0.4,14.5,0.5,18.7,0.6,11.6,0.4,12.4,0.4,4.5,0.2,5.1,0.3,52428,599,74438,1163,32.9,(X),(X),(X),(X),(X),205092,1900,3.6,0.3,2.4,0.3,7.4,0.4,9.7,0.5,14.4,0.6,20.2,0.7,13.8,0.6,15.7,0.5,5.9,0.3,6.9,0.4,64099,782,87867,1414,(X),(X),33.5,(X),(X),(X),157591,1956,1.4,0.2,1.1,0.2,5,0.4,7.6,0.5,13.3,0.6,21,0.8,15.8,0.8,18.7,0.6,7.4,0.4,8.6,0.5,75653,975,100233,1680,(X),(X),(X),(X),(X),(X),99735,2028,13.3,0.9,9.9,0.6,19.1,0.9,14.6,0.9,14.5,0.9,14.5,0.8,6.5,0.5,4.9,0.5,1.4,0.3,1.3,0.3,29844,775,44154,1426,(X),(X),(X),(X),30.3,(X)
5001600US0504,"Congressional District 4 (116th Congress), Arkansas",275371,1872,8.9,0.4,7.4,0.4,13.7,0.4,12,0.4,15,0.5,17.9,0.6,10.5,0.4,9.7,0.4,2.8,0.2,2,0.2,42398,585,57860,784,42,(X),(X),(X),(X),(X),183202,1860,5.2,0.4,4.3,0.4,10.1,0.4,11,0.5,15.7,0.6,20.8,0.7,13.6,0.5,13,0.5,3.7,0.3,2.5,0.2,54087,799,68135,1001,(X),(X),42.3,(X),(X),(X),133551,2037,1.8,0.2,1.8,0.2,7.2,0.4,9.6,0.5,15.4,0.5,23.1,0.8,16.5,0.7,16.5,0.7,4.9,0.4,3.2,0.3,64462,743,78862,1116,(X),(X),(X),(X),(X),(X),92169,1889,17.8,0.9,14.2,0.8,21.5,0.9,14.4,0.7,12.8,0.9,11.3,0.7,3.9,0.5,2.6,0.4,0.7,0.2,0.8,0.2,23065,610,34794,1127,(X),(X),(X),(X),39.6,(X)
5001600US0601,"Congressional District 1 (116th Congress), California",276924,1546,6,0.3,6.1,0.3,11.1,0.4,10.1,0.4,13.3,0.4,17.2,0.4,12.2,0.4,13.2,0.5,5.5,0.3,5.2,0.3,54202,875,75489,935,34.7,(X),(X),(X),(X),(X),174293,1784,3.6,0.3,2.6,0.3,8,0.5,9,0.4,12.6,0.5,18.8,0.5,14.5,0.6,16.6,0.6,7.5,0.4,6.8,0.4,68319,1119,89459,1459,(X),(X),34.3,(X),(X),(X),131175,1591,1.6,0.2,1.4,0.2,5.1,0.5,7.5,0.5,11.6,0.6,19.3,0.6,16.4,0.7,19.2,0.7,9.2,0.5,8.6,0.5,80304,1244,101857,1789,(X),(X),(X),(X),(X),(X),102631,1673,11.5,0.7,12.8,0.8,17.3,0.9,12.1,0.8,14.3,0.8,14.2,0.8,7.6,0.6,6.3,0.5,1.9,0.3,1.9,0.3,31532,919,48115,1505,(X),(X),(X),(X),33.7,(X)
5001600US0602,"Congressional District 2 (116th Congress), California",284622,1488,4.5,0.3,4.7,0.3,7.7,0.3,7.7,0.4,10.1,0.4,14.6,0.5,11.3,0.4,15.5,0.4,8.6,0.4,15.3,0.4,76349,1109,120903,1722,35,(X),(X),(X),(X),(X),175435,1689,2.3,0.3,2,0.3,4.8,0.4,5.9,0.4,9.1,0.5,13.9,0.6,12,0.5,18.3,0.5,10.9,0.5,20.7,0.6,99837,1567,148228,2522,(X),(X),35.3,(X),(X),(X),135465,1725,1.1,0.2,0.9,0.2,2.7,0.3,4.5,0.5,7.3,0.5,12.9,0.6,12.3,0.6,20.4,0.6,12.8,0.6,25,0.8,118584,1901,170164,3286,(X),(X),(X),(X),(X),(X),109187,1852,8.7,0.6,9.5,0.6,12.9,0.7,11.2,0.8,12.4,0.6,15.3,0.9,9.6,0.6,10.5,0.7,4.3,0.4,5.6,0.5,43543,1415,71666,2241,(X),(X),(X),(X),32.6,(X)
5001600US0603,"Congressional District 3 (116th Congress), California",250783,1233,5.3,0.3,4.2,0.3,7.6,0.4,8.1,0.4,11.5,0.5,17.2,0.6,13.1,0.5,17.2,0.6,8.2,0.3,7.7,0.3,68603,963,90933,1369,32.9,(X),(X),(X),(X),(X),175473,1439,3.5,0.4,2.4,0.3,5.6,0.4,6.9,0.5,11,0.6,16.9,0.7,14.3,0.6,20.1,0.7,9.8,0.4,9.6,0.4,80964,1242,102933,1664,(X),(X),32.6,(X),(X),(X),129904,1708,1.5,0.3,1.2,0.2,3.7,0.4,5.5,0.5,9.3,0.6,16.5,0.8,15.2,0.8,23.1,0.9,11.9,0.5,12.1,0.6,95234,1682,117465,2322,(X),(X),(X),(X),(X),(X),75310,1550,11.1,0.8,9.2,0.8,13.4,0.8,11.1,0.8,13.5,0.8,17.4,1,10,0.7,9,0.8,3,0.5,2.2,0.4,40257,1282,56083,1617,(X),(X),(X),(X),31.6,(X)
5001600US0604,"Congressional District 4 (116th Congress), California",280017,1733,4.1,0.3,3.6,0.3,6.8,0.4,7.1,0.4,9.7,0.4,15.9,0.4,13,0.4,18.5,0.6,9.8,0.3,11.4,0.3,79843,1144,105992,1255,33.4,(X),(X),(X),(X),(X),194259,1725,2.4,0.3,1.7,0.3,3.8,0.4,5.3,0.4,8.3,0.4,15.5,0.6,13.9,0.6,22.3,0.8,12.4,0.5,14.4,0.4,97943,1619,123242,1730,(X),(X),33.2,(X),(X),(X),158831,1978,1.3,0.2,1.1,0.2,2.8,0.3,3.9,0.4,7.3,0.4,14.8,0.6,13.9,0.6,24.1,0.8,13.9,0.5,17,0.5,109061,1363,134598,2001,(X),(X),(X),(X),(X),(X),85758,1820,8.9,0.8,8.1,0.8,14.2,0.8,11.9,0.8,13.4,0.9,16.5,0.8,10.4,0.8,9.7,0.7,3.2,0.4,3.6,0.5,41952,1234,62624,1846,(X),(X),(X),(X),32.3,(X)
5001600US0605,"Congressional District 5 (116th Congress), California",264703,1495,3.8,0.3,3.4,0.3,5.8,0.3,6.7,0.3,10.7,0.5,16.5,0.5,14.3,0.5,18.4,0.4,9.9,0.4,10.6,0.4,79832,1183,105061,1502,35.6,(X),(X),(X),(X),(X),173082,1806,2.5,0.3,1.7,0.3,3.6,0.3,5.1,0.4,9.4,0.5,15.8,0.6,15.2,0.6,21.5,0.6,11.8,0.5,13.2,0.6,94533,1514,119739,2094,(X),(X),36.3,(X),(X),(X),126077,1955,1.1,0.2,0.8,0.2,1.9,0.3,3.5,0.4,7.4,0.6,15.1,0.7,15.4,0.7,24.2,0.8,14,0.6,16.7,0.8,108041,1648,135682,2123,(X),(X),(X),(X),(X),(X),91621,1845,7.4,0.7,6.9,0.6,11.1,0.7,10.8,0.7,13.6,0.9,17.8,0.8,11.9,0.7,11.2,0.7,4.8,0.4,4.5,0.5,50227,1412,70614,1903,(X),(X),(X),(X),31.6,(X)
5001600US0606,"Congressional District 6 (116th Congress), California",274055,1373,6.1,0.3,5.9,0.3,9.7,0.4,9.3,0.5,12.3,0.4,17.6,0.5,12.8,0.5,14.8,0.5,6.1,0.3,5.5,0.3,58122,792,78568,1052,32.7,(X),(X),(X),(X),(X),169916,1810,4.7,0.4,3.4,0.4,8.6,0.5,9.2,0.6,12.3,0.5,17.1,0.7,13.7,0.7,16.6,0.6,7.3,0.4,7.1,0.4,66208,1453,87809,1433,(X),(X),33.8,(X),(X),(X),109352,1653,2.1,0.3,1.7,0.3,5.7,0.5,6.8,0.6,10.5,0.6,16.9,0.8,15.3,0.8,20.9,0.9,10,0.6,10,0.6,83985,1774,105163,1851,(X),(X),(X),(X),(X),(X),104139,1816,9.4,0.6,10.8,0.7,12.7,0.8,9.9,0.7,12.3,0.7,17.7,0.7,10.8,0.6,10.5,0.6,3.4,0.4,2.5,0.4,43572,1181,59188,1577,(X),(X),(X),(X),28.4,(X)
5001600US0607,"Congressional District 7 (116th Congress), California",267499,1416,4.1,0.3,3.4,0.2,6.6,0.3,7.1,0.4,10.4,0.4,16.9,0.5,13.8,0.5,18.5,0.5,9.7,0.4,9.4,0.3,77269,969,99669,995,31.1,(X),(X),(X),(X),(X),185352,1564,2.8,0.3,2.1,0.3,4.9,0.3,5.7,0.4,8.8,0.5,16.1,0.5,14.4,0.5,21.3,0.6,12.1,0.5,11.7,0.4,90932,1340,112376,1419,(X),(X),31.3,(X),(X),(X),136239,1797,1.3,0.2,1.1,0.2,3.3,0.3,4,0.4,7,0.5,14.3,0.6,14.4,0.6,24.5,0.8,15,0.6,15,0.5,107893,1391,128837,1635,(X),(X),(X),(X),(X),(X),82147,1456,8.3,0.8,7.1,0.7,10.9,0.7,10.6,0.7,14.2,0.8,19.4,0.9,11.8,0.8,10.8,0.7,3.7,0.4,3.1,0.4,48760,1212,65369,2261,(X),(X),(X),(X),28.8,(X)
5001600US0608,"Congressional District 8 (116th Congress), California",231412,1872,6.1,0.4,5.6,0.3,10.1,0.5,10.8,0.5,13.4,0.5,18.2,0.5,13,0.5,13.3,0.6,5.7,0.4,3.7,0.3,54509,978,71725,1049,37.2,(X),(X),(X),(X),(X),166627,1838,4.9,0.4,3.6,0.4,8.6,0.6,9.8,0.5,13.2,0.6,18.9,0.7,14.1,0.7,15.6,0.7,6.9,0.4,4.4,0.4,62593,1202,79122,1250,(X),(X),37.6,(X),(X),(X),114550,1872,1.9,0.3,1.8,0.3,5.7,0.6,8.3,0.6,12.3,0.7,19.6,0.8,16.3,0.8,18.9,1,9.1,0.6,6.1,0.5,75613,1667,92509,1633,(X),(X),(X),(X),(X),(X),64785,1946,12.5,1,11.8,0.8,15.1,1,13.1,1,14.3,1,15.8,1.1,8.3,0.7,6.2,0.7,1.9,0.5,1.2,0.3,32495,1210,46915,1663,(X),(X),(X),(X),32.2,(X)
5001600US0609,"Congressional District 9 (116th Congress), California",237323,1374,4.7,0.3,4.4,0.3,8.3,0.4,8.7,0.5,11.2,0.5,16.6,0.6,12.3,0.5,17.2,0.6,8.5,0.4,8.1,0.4,68396,1093,91093,1090,38.2,(X),(X),(X),(X),(X),178471,1501,3.6,0.3,2.5,0.3,6.7,0.5,7.6,0.5,10.8,0.5,16.9,0.7,13.2,0.6,19.7,0.7,9.6,0.5,9.3,0.4,77830,1734,100311,1412,(X),(X),38.3,(X),(X),(X),126132,1790,1.1,0.2,1.3,0.2,4.2,0.4,6.2,0.5,9.1,0.5,16,0.8,14.1,0.7,23.2,0.9,12.5,0.6,12.3,0.6,96336,1365,117172,1737,(X),(X),(X),(X),(X),(X),58852,1300,11.3,1,10.9,0.8,14.7,1,11.7,0.9,13.1,1.1,14.7,1,9.1,0.7,8.4,0.9,3.3,0.5,2.9,0.5,36340,1342,54769,1729,(X),(X),(X),(X),34.8,(X)
5001600US0610,"Congressional District 10 (116th Congress), California",237252,934,4.1,0.3,4.1,0.3,8.6,0.4,8.8,0.4,12.2,0.5,18.1,0.7,13.8,0.5,17.1,0.5,7.3,0.4,5.9,0.3,65670,1075,84676,969,36.8,(X),(X),(X),(X),(X),178655,1662,3.5,0.3,2.2,0.3,6.8,0.4,8.3,0.5,12.2,0.6,18.3,0.7,14.7,0.7,18.8,0.7,8.4,0.5,6.9,0.3,73202,1211,91892,1254,(X),(X),37.2,(X),(X),(X),128010,2037,1.3,0.2,1.2,0.2,4.5,0.3,6.2,0.5,10.8,0.6,17.7,0.7,16.3,0.8,22.6,0.9,10.7,0.7,8.8,0.4,86445,1070,105500,1456,(X),(X),(X),(X),(X),(X),58597,1633,8.9,0.8,10.7,1,15.7,1.1,11.4,1.1,12.9,0.8,16.4,1.2,9.4,0.8,9.8,1,2.7,0.5,2.1,0.5,38484,1604,54425,1583,(X),(X),(X),(X),32.5,(X)
5001600US0611,"Congressional District 11 (116th Congress), California",270672,1066,3.6,0.2,3,0.2,5.2,0.3,5.7,0.3,8.5,0.5,13.4,0.5,12.7,0.4,17.7,0.5,10.5,0.4,19.5,0.4,95469,1345,137462,1512,36.1,(X),(X),(X),(X),(X),189432,1438,2.7,0.3,1.7,0.2,3.9,0.3,4.7,0.4,7.4,0.5,12.2,0.6,12.3,0.6,19,0.6,11.9,0.5,24.2,0.6,111033,1827,157499,2204,(X),(X),36.2,(X),(X),(X),142860,1492,1,0.2,0.8,0.2,2.3,0.3,3.2,0.3,5.6,0.5,10.6,0.6,12.1,0.7,19.9,0.7,13.9,0.6,30.4,0.7,134889,2035,183173,2449,(X),(X),(X),(X),(X),(X),81240,1417,7.5,0.6,6.5,0.6,8.9,0.7,8.8,0.7,11.7,0.8,16.8,0.9,12.8,0.9,13.8,0.8,6.4,0.6,6.9,0.6,59750,1811,83219,2410,(X),(X),(X),(X),32.7,(X)
5001600US0612,"Congressional District 12 (116th Congress), California",328131,1683,4.8,0.3,5.3,0.3,5.8,0.3,4.9,0.3,5.9,0.3,9.6,0.3,8.6,0.3,15.4,0.4,11.9,0.4,27.6,0.5,114085,1610,162008,1836,33.9,(X),(X),(X),(X),(X),150118,1941,2.3,0.3,1.8,0.3,5.1,0.4,4.5,0.4,6.5,0.6,9.5,0.5,8.9,0.6,15.8,0.7,12.5,0.6,33,0.8,135282,2625,190364,3334,(X),(X),36.8,(X),(X),(X),115142,2087,1.2,0.3,1.1,0.2,4.3,0.5,3.3,0.4,4.8,0.5,8,0.6,8.2,0.5,15.7,0.9,13.6,0.7,39.8,0.8,161556,3240,218267,3899,(X),(X),(X),(X),(X),(X),178013,2027,7.1,0.5,8.4,0.5,6.6,0.4,5.4,0.4,5.7,0.4,10,0.5,8.6,0.5,15,0.6,11.3,0.5,21.9,0.7,93764,3033,134152,2595,(X),(X),(X),(X),30.5,(X)
5001600US0613,"Congressional District 13 (116th Congress), California",287954,1496,5.6,0.3,5,0.3,7.1,0.3,6.9,0.3,9.1,0.3,13.3,0.4,11.1,0.4,15.8,0.4,10,0.4,16.1,0.4,80540,1133,116856,1361,33.8,(X),(X),(X),(X),(X),160300,1523,3.5,0.3,2.4,0.3,5.9,0.4,6.4,0.4,8.4,0.5,12.7,0.5,10.6,0.6,16.5,0.6,12.1,0.6,21.6,0.5,100400,1782,139441,1815,(X),(X),35.9,(X),(X),(X),112096,1498,1.5,0.2,1.4,0.3,3.7,0.4,4.6,0.5,6.9,0.5,10.7,0.6,10,0.7,18,0.6,14.7,0.7,28.4,0.7,128897,2026,167026,2381,(X),(X),(X),(X),(X),(X),127654,1910,8.8,0.5,8.4,0.6,9.2,0.6,8.1,0.5,10.1,0.6,14.5,0.6,11.4,0.6,14.5,0.6,6.9,0.4,8,0.4,58160,1851,83298,1599,(X),(X),(X),(X),29.5,(X)
5001600US0614,"Congressional District 14 (116th Congress), California",254413,1273,2.9,0.2,2.3,0.2,4.3,0.3,4.6,0.3,6.8,0.4,11,0.4,11.5,0.4,17.7,0.6,13,0.4,25.8,0.4,116113,1766,159231,1822,33.9,(X),(X),(X),(X),(X),177343,1737,1.6,0.2,1.1,0.2,3,0.3,3.8,0.3,6,0.4,10.2,0.5,11.4,0.5,18.6,0.6,14,0.5,30.3,0.6,132568,2241,178694,2415,(X),(X),35.2,(X),(X),(X),136709,1892,0.9,0.2,0.6,0.2,2.2,0.3,2.6,0.3,4.6,0.4,8.4,0.5,10.6,0.5,18.2,0.7,15.6,0.6,36.3,0.7,155210,2313,201247,3127,(X),(X),(X),(X),(X),(X),77070,1371,6.5,0.6,5.3,0.5,8,0.7,7.2,0.7,9.3,0.8,14.1,0.7,12.3,0.7,15.3,0.9,9.3,0.6,12.6,0.7,73775,2434,103551,2137,(X),(X),(X),(X),28.1,(X)
5001600US0615,"Congressional District 15 (116th Congress), California",253902,1567,2.7,0.2,2.1,0.2,3.8,0.3,4,0.3,6.5,0.3,11.6,0.4,11.9,0.4,19.7,0.5,14,0.5,23.7,0.5,117574,1548,146486,1584,27.8,(X),(X),(X),(X),(X),194769,1603,1.8,0.2,1,0.1,2.4,0.3,2.8,0.2,5.8,0.4,10.7,0.4,11.6,0.5,20.7,0.5,15.2,0.5,27.9,0.6,132537,1834,161570,1847,(X),(X),28.3,(X),(X),(X),156226,1543,1,0.2,0.6,0.1,1.6,0.2,2.1,0.3,4.2,0.3,8.7,0.5,10.7,0.5,21.1,0.6,17,0.6,32.9,0.7,149693,1850,177883,2045,(X),(X),(X),(X),(X),(X),59133,1726,6.6,0.7,5.8,0.6,8.9,0.8,9,0.8,10.1,1,15.8,1,12.3,0.9,15.7,1,8.1,0.8,7.7,0.9,63299,2446,86897,2895,(X),(X),(X),(X),23.9,(X)
5001600US0616,"Congressional District 16 (116th Congress), California",212241,1250,7.7,0.4,7.5,0.4,12.4,0.5,11,0.4,14.4,0.6,17.7,0.6,11.5,0.5,11,0.4,3.8,0.3,3.1,0.3,46362,780,64171,1029,43.1,(X),(X),(X),(X),(X),157615,1612,7.6,0.4,5.2,0.5,11,0.6,10.5,0.5,14.8,0.7,18.6,0.8,12.5,0.6,12,0.5,4.4,0.3,3.4,0.3,50962,892,68906,1290,(X),(X),43.6,(X),(X),(X),97162,1778,2.5,0.4,3,0.4,7.9,0.5,8.9,0.7,14.7,0.9,20.5,0.9,15.3,1,15.8,0.7,6.3,0.5,5.1,0.5,65548,1614,85035,1931,(X),(X),(X),(X),(X),(X),54626,1302,13.8,1,15.8,1.1,17.4,1,12.3,1.1,12.5,1.1,12.7,1,6.9,0.9,5.6,0.8,1.3,0.4,1.6,0.5,27005,1048,42621,1776,(X),(X),(X),(X),36.3,(X)
5001600US0617,"Congressional District 17 (116th Congress), California",260578,1431,2.7,0.2,2,0.2,3.6,0.2,3.7,0.3,5.4,0.2,9.5,0.4,9.6,0.4,19.3,0.4,15.5,0.5,28.7,0.6,133493,1850,162863,1575,28.1,(X),(X),(X),(X),(X),193570,1508,1.6,0.2,0.9,0.1,2.6,0.2,2.9,0.3,4.7,0.3,9.1,0.4,9.5,0.5,19.9,0.5,16.7,0.6,32.1,0.7,145842,1979,176382,1788,(X),(X),28.2,(X),(X),(X),160839,1622,0.9,0.2,0.7,0.2,1.8,0.2,2.1,0.2,3.7,0.3,7.7,0.4,8.6,0.5,19.8,0.6,17.9,0.7,36.8,0.8,161293,1427,191839,2104,(X),(X),(X),(X),(X),(X),67008,1654,6.5,0.6,5.2,0.6,6.9,0.7,6.6,0.6,7.6,0.7,11.4,0.9,10.1,0.8,18.2,1,11.1,0.8,16.4,1.1,87470,3647,114741,2892,(X),(X),(X),(X),26.3,(X)
5001600US0618,"Congressional District 18 (116th Congress), California",269652,1268,3.1,0.2,2.3,0.2,3.9,0.3,3.9,0.3,6,0.3,9.3,0.3,9,0.3,15.1,0.4,12.5,0.4,34.9,0.6,139971,2309,201249,2318,28.4,(X),(X),(X),(X),(X),187002,1563,1.5,0.2,0.8,0.1,2.5,0.3,2.8,0.3,4.9,0.4,7.9,0.4,8.3,0.4,14.8,0.4,14,0.5,42.4,0.7,170839,2121,235143,2923,(X),(X),28.2,(X),(X),(X),154763,1769,0.7,0.1,0.6,0.1,1.9,0.2,1.9,0.2,3.7,0.3,6.3,0.4,7.3,0.4,14.3,0.5,14.8,0.5,48.6,0.7,194420,2509,260596,3283,(X),(X),(X),(X),(X),(X),82650,1634,7.1,0.6,6,0.7,7.5,0.6,6.8,0.6,9.2,0.6,12.5,0.8,10.5,0.6,15.3,0.8,8.9,0.7,16.2,0.9,76599,2150,116298,3207,(X),(X),(X),(X),26.7,(X)
5001600US0619,"Congressional District 19 (116th Congress), California",229664,1425,3,0.2,2.9,0.2,5.1,0.3,5.4,0.4,7.6,0.3,13.1,0.5,11.3,0.4,18.4,0.5,12.8,0.4,20.4,0.5,103663,1438,135498,1584,36.3,(X),(X),(X),(X),(X),169673,1412,2.1,0.2,1.5,0.2,3.9,0.3,4.9,0.4,7.3,0.5,13,0.5,11.3,0.6,18.9,0.6,14,0.5,23.2,0.6,115111,1936,147252,1903,(X),(X),36.9,(X),(X),(X),126056,1455,0.8,0.2,0.8,0.2,2.9,0.3,3.2,0.3,5.6,0.4,11.1,0.6,10.9,0.6,19.8,0.7,16,0.6,28.8,0.8,135960,2677,168292,2568,(X),(X),(X),(X),(X),(X),59991,1470,7.3,0.7,7.3,0.7,9.7,0.9,7.7,0.8,9.7,0.8,13.9,1.1,11.1,0.9,15.8,0.8,8.2,0.9,9.3,0.8,63567,1938,90972,2867,(X),(X),(X),(X),31,(X)
5001600US0620,"Congressional District 20 (116th Congress), California",227116,1406,4,0.3,3.2,0.2,7.4,0.4,7.6,0.4,11,0.4,17.1,0.5,13.7,0.5,16.9,0.4,8.5,0.4,10.6,0.4,74396,1137,101932,1381,33.3,(X),(X),(X),(X),(X),158299,1445,2.8,0.3,2,0.2,5.8,0.5,6.5,0.4,10.7,0.6,17.2,0.7,14.1,0.6,18.7,0.6,9.9,0.5,12.3,0.5,82885,1619,111657,1728,(X),(X),32.6,(X),(X),(X),115681,1587,1.1,0.2,0.8,0.2,3.6,0.4,5.1,0.5,9.4,0.7,15.8,0.7,14.9,0.8,21.6,0.7,12.1,0.6,15.5,0.6,98243,2375,128591,2251,(X),(X),(X),(X),(X),(X),68817,1489,9,0.7,7.6,0.7,12.6,0.9,10.5,0.8,11.9,0.8,16.4,0.9,11.5,0.9,10.7,0.7,4.6,0.6,5.2,0.6,47672,1985,71185,2507,(X),(X),(X),(X),31.5,(X)
5001600US0621,"Congressional District 21 (116th Congress), California",189187,1357,7.1,0.5,6.1,0.4,13.1,0.5,13.6,0.6,15.3,0.7,18.2,0.7,10.9,0.6,10,0.5,3.4,0.3,2.3,0.2,44293,806,60023,919,39,(X),(X),(X),(X),(X),152420,1715,6.6,0.5,4.7,0.4,12.6,0.6,13.6,0.7,15.7,0.7,19,0.8,11.6,0.7,10.1,0.6,3.7,0.3,2.4,0.2,46494,932,61789,1024,(X),(X),38.4,(X),(X),(X),100329,1764,2.7,0.4,2.6,0.4,9.2,0.6,12.8,0.9,16.2,0.9,20.8,0.9,14.1,0.9,13.1,0.8,5.2,0.5,3.3,0.4,56942,1503,72732,1380,(X),(X),(X),(X),(X),(X),36767,1306,15.4,1.5,15,1.4,17.8,1.4,13,1.2,12.1,1.4,11.7,1.1,5.7,1,6.9,1,1.2,0.5,1.3,0.4,26156,1191,43318,2839,(X),(X),(X),(X),36.7,(X)
5001600US0622,"Congressional District 22 (116th Congress), California",247085,1129,5.1,0.3,4.2,0.2,9.2,0.4,9.3,0.4,12.6,0.6,17.6,0.6,13.1,0.5,15.5,0.5,7.1,0.4,6.2,0.3,62272,1092,84352,1282,40.8,(X),(X),(X),(X),(X),181638,1404,4.5,0.4,3,0.3,7.7,0.5,8.7,0.5,12.1,0.6,17.2,0.7,13.7,0.6,17.2,0.6,8.4,0.5,7.4,0.4,70207,1303,92171,1537,(X),(X),41.1,(X),(X),(X),126283,1952,1.7,0.3,1.5,0.3,4.9,0.5,7,0.6,9.9,0.6,17.3,0.9,15.2,0.8,21.4,0.8,11.2,0.6,10.1,0.6,86802,1864,109312,1926,(X),(X),(X),(X),(X),(X),65447,1569,9.7,0.8,8.5,0.7,15.1,0.9,11.9,0.9,13.8,1,17.4,1,10.1,0.9,8.6,0.9,2.7,0.4,2.3,0.5,39927,1436,55856,2171,(X),(X),(X),(X),36.4,(X)
5001600US0623,"Congressional District 23 (116th Congress), California",245084,1499,6.4,0.5,5.7,0.4,9.4,0.4,9,0.5,12.2,0.6,17,0.7,12.2,0.5,15.5,0.5,7.2,0.4,5.6,0.3,60549,970,80718,1148,34.6,(X),(X),(X),(X),(X),173907,1801,5.4,0.5,3.8,0.4,7,0.4,8,0.6,11.8,0.6,17,0.7,13.4,0.8,17.9,0.7,8.7,0.5,6.9,0.4,69878,1345,90474,1367,(X),(X),34.9,(X),(X),(X),122483,1892,2.2,0.4,1.7,0.4,4.6,0.5,6.2,0.6,10.4,0.7,17.3,0.9,15,1,21.7,0.8,11.4,0.7,9.3,0.6,86765,1121,106860,1780,(X),(X),(X),(X),(X),(X),71177,1944,11.5,1,11.2,0.9,15.8,1,12.3,0.9,13.6,0.9,15.3,1.1,8.4,0.8,7.8,0.8,2.4,0.4,1.9,0.4,34234,1408,51182,1621,(X),(X),(X),(X),30.4,(X)
